cell_id,month,start_date,end_date,ndvi_mean,ndbi_mean,ndwi_mean,ndvi_std,ndbi_std,ndwi_std,valid_pixel_count,valid_pixel_fraction,viirs_avg_rad_mean,viirs_avg_rad_std,viirs_cf_cvg_mean,viirs_cf_cvg_min,viirs_cf_cvg_max,viirs_valid_pixel_count,viirs_valid_pixel_fraction,era5_temperature_mean,era5_temperature_min,era5_temperature_max,era5_precipitation_total,era5_wind_speed_mean,era5_wind_speed_max,era5_observation_count,era5_source_lat,era5_source_lon
cell_00_00,2022-04,2022-04-01,2022-05-01,0.08793820881812102,0.04782589986372141,-0.16478351516024445,0.06452870720582628,0.02454417478193425,0.06575842163247428,629,1.0,31.114146109657426,1.3167453400774853,16.229965156794425,16,17,4,1.0,30.825827047559773,18.28833923339846,42.91155395507815,2.474931988516005,2.475985113653387,6.306835456854265,720,28.550130595746854,77.250353363273
cell_00_00,2022-05,2022-05-01,2022-06-01,0.07458544410134477,0.06966389752608013,-0.16450969974578214,0.06337303040952483,0.022486511701238186,0.06331988670159566,629,1.0,26.94400721559957,1.5950765694801967,15.0,15,15,4,1.0,32.38615362926164,21.442483520507835,43.848367309570335,29.170089812193822,2.508152923824577,6.983897699974699,744,28.550130595746854,77.250353363273
cell_00_00,2022-06,2022-06-01,2022-07-01,0.084028622929303,0.03398747572101688,-0.14117567386767982,0.08198909921307805,0.029967393287747984,0.0779298203649407,629,1.0,27.383379414521862,1.4190578561592524,12.0,12,12,4,1.0,33.5193141725325,24.023126220703148,43.436196899414085,72.40205714310122,2.901334758489503,6.65637206251227,720,28.550130595746854,77.250353363273
cell_00_00,2022-07,2022-07-01,2022-08-01,0.09314160399295551,0.06705315934834069,-0.11469754274832823,0.09824675896237944,0.04703628598170361,0.07821190085247137,599,0.9584,24.013728484044094,1.3675802908136852,2.0,2,2,4,1.0,29.500324113907155,24.73627624511721,35.94550476074221,194.46561725464662,2.337344137748069,6.317256693396362,744,28.550130595746854,77.250353363273
cell_00_00,2022-08,2022-08-01,2022-09-01,0.07964538641706714,0.06766299455760763,-0.1191627653818335,0.13604916602475242,0.06400914638240801,0.11842484929800899,629,1.0,23.605888572719454,1.8214193727470196,22.0,22,22,4,1.0,28.73938534644329,24.565408325195335,34.66738281250002,92.3012599499593,2.5241852439140047,7.889575389253455,744,28.550130595746854,77.250353363273
cell_00_00,2022-09,2022-09-01,2022-10-01,0.08450227625403248,0.05949333899901632,-0.12374319769290014,0.10371809219636145,0.04964663570305661,0.08805009813440963,618,0.9888,25.809267569086696,2.04202761899117,9.0,9,9,4,1.0,28.22497891320114,22.054620361328148,35.618875122070335,162.0894075592112,2.305294958929527,6.170758244613366,720,28.550130595746854,77.250353363273
cell_00_00,2022-10,2022-10-01,2022-11-01,0.11189693487860038,0.039515084652290235,-0.15258534503431814,0.09501102160613724,0.04688060066583102,0.08242536246886319,629,1.0,41.54512213996063,4.045875009643806,21.0,21,21,4,1.0,23.690958851640083,14.770532226562523,32.85547790527346,185.39445493606266,1.9713656102793922,5.172266870432173,744,28.550130595746854,77.250353363273
cell_00_00,2022-11,2022-11-01,2022-12-01,0.090487146298029,0.043135061708642876,-0.154400109756693,0.08268306058645183,0.043850754238459876,0.07655553117170413,629,1.0,31.172021374054488,1.42102765832771,16.0,16,16,4,1.0,19.966913138495812,9.325067138671898,30.706140136718773,3.1000560991287784,2.1144555919085146,4.783656392490608,720,28.550130595746854,77.250353363273
cell_00_00,2022-12,2022-12-01,2023-01-01,0.10054156097793741,0.04152527375537766,-0.17073391165647284,0.08186791445644377,0.05065321987777499,0.07612827302511972,629,1.0,24.91581867630058,1.6808778027218905,18.0,18,18,4,1.0,15.059975704070283,5.63385925292971,26.301293945312523,0.09582482482528576,2.514726343920051,5.2030071600874415,744,28.550130595746854,77.250353363273
cell_00_00,2023-01,2023-01-01,2023-02-01,0.09508281423080654,0.07426434038858619,-0.18780879561665104,0.06836760385989572,0.049187364865083794,0.07226447082153904,629,1.0,26.02243883352246,2.1363581996635164,10.498257839721255,10,11,4,1.0,12.67379919482832,2.6418243408203352,23.35920104980471,25.583374813624715,2.2186063830004152,5.114712421952254,744,28.550130595746854,77.250353363273
cell_00_00,2023-02,2023-02-01,2023-03-01,0.10799084248310364,0.03179648040212779,-0.16392353799781054,0.07666204873640399,0.04224945832864606,0.06958692950204515,629,1.0,33.40100956295426,0.5796282607922878,14.0,14,14,4,1.0,18.774094495319392,8.477883911132835,31.210794067382835,1.2544560144256423,2.62644705090346,7.500906030328336,672,28.550130595746854,77.250353363273
cell_00_00,2023-03,2023-03-01,2023-04-01,0.09013733268909328,0.06547996202122487,-0.1625474295290285,0.08678165657324467,0.039462007141460614,0.07960567129593146,629,1.0,29.33383267764846,2.057650912510736,6.64808362369338,6,7,4,1.0,22.220180478660247,13.726907348632835,32.49299011230471,69.33698588537851,2.0480588210668733,4.61830899525309,744,28.550130595746854,77.250353363273
cell_00_00,2023-04,2023-04-01,2023-05-01,0.11150834069253672,0.035702654254568734,-0.16855847837036778,0.08681756544087103,0.03583778230454425,0.0760499155346148,629,1.0,29.312647596884275,2.3829332469126774,11.0,11,11,4,1.0,26.766634453667525,14.985391235351585,39.69832763671877,20.5824617661996,2.3529444228532452,5.680369398248825,720,28.550130595746854,77.250353363273
cell_00_00,2023-05,2023-05-01,2023-06-01,0.10334031426679578,0.04660215927761782,-0.15661560213792194,0.08478456465447784,0.035954981471872656,0.07576556207311909,629,1.0,28.014146226623744,2.2135605692361504,12.0,12,12,4,1.0,29.301063689364995,18.47944030761721,42.45366821289065,74.06348871194979,2.431844721300796,6.7047515269460565,744,28.550130595746854,77.250353363273
cell_00_00,2023-06,2023-06-01,2023-07-01,0.08346079079947633,0.048368472752728736,-0.13835389418117752,0.08762364973167007,0.034555069448224354,0.080140509145882,629,1.0,25.0277003112155,2.095678601260713,6.0,6,6,4,1.0,31.34988386366077,20.464715576171898,42.096170043945335,94.58621555397428,2.475280691508942,8.851056801444797,720,28.550130595746854,77.250353363273
cell_00_00,2023-07,2023-07-01,2023-08-01,0.10292255396178976,0.07279006622398371,-0.12354280579546356,0.0536118644656021,0.030826581224142804,0.04559871340201489,306,0.4896,21.93491279788134,1.6324677022219123,7.351916376306621,7,8,4,1.0,29.00285018182554,25.158914184570335,35.45156250000002,283.02777937085466,2.176606895904875,5.663168109358528,744,28.550130595746854,77.250353363273
cell_00_00,2023-08,2023-08-01,2023-09-01,0.08392968615919875,0.059312124103697544,-0.13028177618022338,0.12489293659812918,0.05425307563320342,0.11214422710190144,629,1.0,24.346411322882783,2.543613373557546,5.0,5,5,4,1.0,29.656941309282672,24.917871093750023,34.8358093261719,60.75189456705132,2.677155988671417,5.858381313663631,744,28.550130595746854,77.250353363273
cell_00_00,2023-09,2023-09-01,2023-10-01,,,,,,,0,0.0,20.06909353143247,1.3457433259626277,9.0,9,9,4,1.0,28.617927381727323,19.817468261718773,36.23598632812502,94.92417057862212,2.083206047230681,5.715695175934548,720,28.550130595746854,77.250353363273
cell_00_00,2023-10,2023-10-01,2023-11-01,0.11150751085900154,0.0466460878625225,-0.16146941829122116,0.09788195612319996,0.047358390025926574,0.08832638527835547,629,1.0,26.363205102262594,0.9659578996650184,17.0,17,17,4,1.0,25.39604532385388,16.025781250000023,36.01458129882815,7.899124642122501,2.0550147865045845,5.301090492305259,744,28.550130595746854,77.250353363273
cell_00_00,2023-11,2023-11-01,2023-12-01,0.06867326789905275,0.003085009218008369,-0.10932600427458922,0.07211205120291642,0.0369924726802231,0.06623055460866258,629,1.0,40.78313679977577,3.5630126711933428,14.0,14,14,4,1.0,20.904533449809016,12.03132019042971,31.175759887695335,7.018026743629946,1.72405884440016,4.087394390543527,720,28.550130595746854,77.250353363273
cell_00_00,2023-12,2023-12-01,2024-01-01,0.10019937481530009,0.026364507145933587,-0.16407241458502864,0.08705830932155609,0.04815543534032315,0.0797762216752276,629,1.0,27.953588312926605,1.2619901653487529,13.149825783972124,13,14,4,1.0,15.740068361836327,5.836755371093773,25.208367919921898,1.618355067286359,1.9386774743888564,4.850245620111483,744,28.550130595746854,77.250353363273
cell_00_00,2024-01,2024-01-01,2024-02-01,0.0445771474740386,0.0404192446758255,-0.10667064700656793,0.04450415633384532,0.0268977230924841,0.047679367927708834,629,1.0,16.544808523995535,1.349647980182464,13.648083623693381,13,14,4,1.0,12.007141039448554,3.4342895507812727,22.356286621093773,12.957359178432881,1.736150563916567,4.3500188772709825,744,28.550130595746854,77.250353363273
cell_00_00,2024-02,2024-02-01,2024-03-01,0.09810625564344881,0.03687165204723895,-0.15396521951979808,0.0661428063945817,0.03734906977501284,0.06104739868597244,629,1.0,24.899338094199575,1.5618417908068822,12.0801393728223,12,13,4,1.0,16.184631382734118,7.585168457031273,26.54554138183596,15.247352935087832,2.434851561912843,7.140938777666203,696,28.550130595746854,77.250353363273
cell_00_00,2024-03,2024-03-01,2024-04-01,0.09872207475810219,0.040571829963344214,-0.16470927342679553,0.06844187379863621,0.03472158173139942,0.06340063490889604,629,1.0,32.953414651159626,0.618884976394392,15.0,15,15,4,1.0,21.57486832321354,8.88245544433596,36.07598266601565,39.4606408415612,2.507407637498214,7.336053642667507,744,28.550130595746854,77.250353363273
cell_00_00,2024-04,2024-04-01,2024-05-01,0.08675249121321585,0.06019191789114984,-0.14998317988278037,0.06898032559019582,0.028572758059713446,0.06626409844645456,629,1.0,27.079860102424227,1.6091225176339286,8.0,8,8,4,1.0,28.746977467007028,16.650918579101585,39.69231567382815,1.3689886178909205,2.8018976099089095,6.494319871027781,720,28.550130595746854,77.250353363273
cell_00_00,2024-05,2024-05-01,2024-06-01,0.07969558016081899,0.08412948498511452,-0.15803588475861755,0.05467282563650907,0.025801379761771232,0.05412825817343387,629,1.0,24.907421457642876,0.9176733473749964,13.0,13,13,4,1.0,33.77325598193723,19.720605468750023,45.37813720703127,1.0773627245406203,2.833390854771486,6.348658414287056,744,28.550130595746854,77.250353363273
cell_00_00,2024-06,2024-06-01,2024-07-01,0.053756245540931585,0.07290618902660075,-0.1225602272034043,0.05057907128516096,0.024037210735991233,0.05378491296072616,629,1.0,24.25710818327262,1.6345187296059147,10.0,10,10,4,1.0,34.587721252441014,25.96741638183596,44.3734069824219,80.72497418045899,3.073268990255782,8.206904777671724,720,28.550130595746854,77.250353363273
cell_00_00,2024-07,2024-07-01,2024-08-01,,,,,,,0,0.0,19.622264642748682,1.1316141894106995,3.0,3,3,4,1.0,30.122753336096117,25.360192871093773,36.7780700683594,162.53805199279014,1.901561863868881,4.949453596913527,744,28.550130595746854,77.250353363273
cell_00_00,2024-08,2024-08-01,2024-09-01,0.0994133036856198,0.0748991081951678,-0.12331476820117493,0.13216421014908133,0.06990163836599156,0.11153906133835778,513,0.8208,17.683728314442916,0.6661217876407846,5.0,5,5,4,1.0,28.210186320479078,24.556726074218773,33.433572387695335,263.3747431301927,2.3128126668321327,7.7991112104283316,744,28.550130595746854,77.250353363273
cell_00_00,2024-09,2024-09-01,2024-10-01,0.14704574002817042,0.05116806967224673,-0.1642556895902587,0.10813158879209428,0.05640870455068742,0.09112507810551908,629,1.0,19.747212925023735,2.638601286423322,2.0,2,2,4,1.0,27.40959381527367,22.162622070312523,33.28011474609377,308.49505315311626,2.0115541126432976,6.042638312792383,720,28.550130595746854,77.250353363273
cell_00_00,2024-10,2024-10-01,2024-11-01,0.10853541372372628,0.07316247354097376,-0.1705851307230666,0.09297080300922074,0.04455132686465226,0.08778344659889227,629,1.0,33.13017475646547,2.425082532638478,19.0,19,19,4,1.0,26.181483143632118,17.93647155761721,33.9969421386719,0.16321624750048613,1.9610137843894513,4.585030001941795,744,28.550130595746854,77.250353363273
cell_00_00,2024-11,2024-11-01,2024-12-01,0.05501106566162776,0.006730785229739809,-0.11419248308387975,0.05109474594891416,0.028889642360929092,0.04970177005782827,629,1.0,31.479687195621718,3.0621927019361848,13.850174216027874,13,14,4,1.0,21.413109885321987,10.79248962402346,31.72516784667971,0.09326496497408243,1.7912923990505314,4.21829972052432,720,28.550130595746854,77.250353363273
cell_00_00,2024-12,2024-12-01,2025-01-01,0.10482600232892375,0.019402620892613368,-0.1617174601274752,0.06552809168577542,0.0435215279984173,0.06606990749456898,629,1.0,22.668466886992242,0.9638824264545408,16.0,16,16,4,1.0,14.730073137181,5.037393188476585,25.835748291015648,38.83509296942478,2.3226834067152535,5.153999152019524,744,28.550130595746854,77.250353363273
cell_00_00,2025-01,2025-01-01,2025-02-01,0.104031246294091,0.016714456283138796,-0.15162934798935493,0.06654719270655328,0.04255197543067361,0.06326707497809099,629,1.0,22.244669365965944,0.6954984406869364,16.418118466898953,15,17,4,1.0,13.657801420970808,4.791192626953148,24.391809082031273,12.035944994426728,2.3275215756798704,4.685997609708778,744,28.550130595746854,77.250353363273
cell_00_00,2025-02,2025-02-01,2025-03-01,0.10351564135651757,0.014728970891670096,-0.1577110083282157,0.06336648752139346,0.03771710450196739,0.06016490378000558,629,1.0,33.32303215319271,2.263587133403729,5.0,5,5,4,1.0,17.896159040360427,8.539529418945335,28.852441406250023,24.384485907717135,2.6452170522649654,6.44131017126342,672,28.550130595746854,77.250353363273
cell_00_00,2025-03,2025-03-01,2025-04-01,0.09107698628315271,0.04715981032440377,-0.15881975202701448,0.07136555174950429,0.03408522812552124,0.06908913995088653,629,1.0,29.57045369031953,2.356569383522899,17.0,17,17,4,1.0,22.691393255418543,9.557336425781273,36.968423461914085,12.92718569125384,2.8373175379319697,7.891781347493689,744,28.550130595746854,77.250353363273
cell_00_01,2022-04,2022-04-01,2022-05-01,0.3903618362807473,-0.06107081934343709,-0.41138172991273103,0.2547228019171984,0.10022759384417176,0.19862880764012933,642,1.0,23.514007761237327,5.246365300280116,16.0,16,16,4,1.0,30.825827047559773,18.28833923339846,42.91155395507815,2.474931988516005,2.475985113653387,6.306835456854265,720,28.550130595746854,77.250353363273
