cell_id,calendar_month,feature,n_observations,mean,median,std,mad,q1,q3,iqr,min,max,zero_mad_flag
cell_04_18,5,viirs_avg_rad_mean,3,13.7525,13.2042,2.2629,1.3901,12.5092,14.7217,2.2125,11.8141,16.2392,False
cell_04_18,5,era5_temperature_mean,3,31.6994,32.1903,2.2102,1.4326,30.7376,32.9066,2.169,29.2849,33.6229,False
cell_04_18,5,era5_precipitation_total,3,34.5894,29.0644,35.8483,27.24,15.4444,50.9719,35.5275,1.8244,72.8794,False
cell_04_18,5,era5_wind_speed_mean,3,2.557,2.4569,0.211,0.0422,2.4358,2.6282,0.1924,2.4147,2.7994,False
cell_04_18,6,ndvi_mean,3,0.2991,0.2872,0.0331,0.0137,0.2804,0.3118,0.0314,0.2735,0.3364,False
cell_04_18,6,ndbi_mean,3,-0.0583,-0.0834,0.0532,0.0109,-0.0888,-0.0403,0.0485,-0.0943,0.0027,False
cell_04_18,6,ndwi_mean,3,-0.3149,-0.3173,0.0506,0.047,-0.3408,-0.2902,0.0506,-0.3642,-0.2631,False
cell_04_18,6,viirs_avg_rad_mean,3,14.7713,15.4552,1.3368,0.1725,14.343,15.5414,1.1984,13.2309,15.6277,False
cell_04_18,6,era5_temperature_mean,3,33.0735,33.3927,1.5943,1.0913,32.3682,33.9383,1.5701,31.3438,34.484,False
cell_04_18,6,era5_precipitation_total,3,84.1992,81.91,18.4528,14.9122,74.4539,92.7999,18.346,66.9978,103.6897,False
cell_04_18,6,era5_wind_speed_mean,3,2.7772,2.8516,0.2869,0.168,2.656,2.9356,0.2796,2.4603,3.0196,False
cell_04_18,7,ndvi_mean,2,0.3392,0.3392,0.0705,0.0498,0.3143,0.3642,0.0498,0.2894,0.3891,False
cell_04_18,7,ndbi_mean,2,-0.2409,-0.2409,0.1249,0.0883,-0.2851,-0.1968,0.0883,-0.3292,-0.1526,False
cell_04_18,7,ndwi_mean,2,-0.2643,-0.2643,0.0774,0.0547,-0.2916,-0.2369,0.0547,-0.319,-0.2095,False
cell_04_18,7,viirs_avg_rad_mean,3,13.2065,12.9487,0.4568,0.0119,12.9428,13.3413,0.3985,12.9368,13.7338,False
cell_04_18,7,era5_temperature_mean,3,29.5307,29.5385,0.551,0.5393,29.2572,29.8082,0.5509,28.9759,30.0778,False
cell_04_18,7,era5_precipitation_total,3,210.1514,190.5504,55.0731,22.9902,179.0552,231.447,52.3918,167.5601,272.3437,False
cell_04_18,7,era5_wind_speed_mean,3,2.1194,2.1547,0.228,0.173,2.0152,2.2412,0.2259,1.8758,2.3277,False
cell_04_18,8,ndvi_mean,3,0.2461,0.3235,0.1909,0.0628,0.1761,0.3548,0.1787,0.0287,0.3862,False
cell_04_18,8,ndbi_mean,3,-0.1796,-0.149,0.0838,0.0337,-0.2117,-0.1322,0.0795,-0.2744,-0.1153,False
cell_04_18,8,ndwi_mean,3,-0.2325,-0.2845,0.1265,0.0403,-0.3047,-0.1864,0.1182,-0.3248,-0.0883,False
cell_04_18,8,viirs_avg_rad_mean,3,11.6276,10.3711,2.3974,0.2515,10.2453,12.3815,2.1362,10.1196,14.392,False
cell_04_18,8,era5_temperature_mean,3,28.867,28.7764,0.6877,0.5473,28.5028,29.186,0.6832,28.2291,29.5956,False
cell_04_18,8,era5_precipitation_total,3,141.4843,92.385,106.3645,23.8465,80.4618,177.9572,97.4954,68.5386,263.5294,False
cell_04_18,8,era5_wind_speed_mean,3,2.4678,2.4781,0.1473,0.1315,2.3968,2.5439,0.1471,2.3155,2.6096,False
cell_04_18,9,ndvi_mean,3,0.1935,0.1204,0.1283,0.0019,0.1194,0.231,0.1116,0.1184,0.3416,False
cell_04_18,9,ndbi_mean,3,-0.1793,-0.1447,0.1237,0.068,-0.2307,-0.1107,0.12,-0.3166,-0.0767,False
cell_04_18,9,ndwi_mean,3,-0.1453,-0.1029,0.0894,0.0179,-0.1755,-0.094,0.0815,-0.2481,-0.085,False
cell_04_18,9,viirs_avg_rad_mean,3,9.9367,10.0427,1.7436,1.5821,9.0926,10.8338,1.7412,8.1425,11.6248,False
cell_04_18,9,era5_temperature_mean,3,28.0717,28.244,0.5757,0.2975,27.8367,28.3927,0.556,27.4295,28.5415,False
cell_04_18,9,era5_precipitation_total,3,186.3039,167.3374,94.6766,64.791,134.9418,228.1827,93.2409,102.5463,289.028,False
cell_04_18,9,era5_wind_speed_mean,3,2.1121,2.0417,0.1576,0.0397,2.0219,2.1672,0.1453,2.0021,2.2926,False
cell_04_18,10,ndvi_mean,3,0.1226,0.1449,0.0611,0.0245,0.0992,0.1571,0.0579,0.0535,0.1694,False
cell_04_18,10,ndbi_mean,3,-0.1303,-0.1302,0.0914,0.0912,-0.176,-0.0846,0.0914,-0.2218,-0.039,False
cell_04_18,10,ndwi_mean,3,-0.1139,-0.1248,0.0637,0.0467,-0.1482,-0.0851,0.063,-0.1715,-0.0455,False
cell_04_18,10,viirs_avg_rad_mean,3,13.3559,13.3034,0.6562,0.5759,13.0155,13.6701,0.6546,12.7275,14.0368,False
cell_04_18,10,era5_temperature_mean,3,25.0401,25.2711,1.2314,0.8686,24.4903,25.7054,1.2151,23.7096,26.1397,False
cell_04_18,10,era5_precipitation_total,3,67.7411,6.5467,111.6176,6.4425,3.3255,101.5595,98.234,0.1042,196.5723,False
cell_04_18,10,era5_wind_speed_mean,3,1.9599,1.9542,0.0392,0.0303,1.939,1.9779,0.0389,1.9239,2.0017,False
cell_04_18,11,ndvi_mean,3,0.1378,0.148,0.0513,0.0351,0.1151,0.1656,0.0505,0.0822,0.1831,False
cell_04_18,11,ndbi_mean,3,-0.1875,-0.1847,0.0344,0.0301,-0.204,-0.1697,0.0343,-0.2232,-0.1547,False
cell_04_18,11,ndwi_mean,3,-0.1333,-0.1273,0.0464,0.0371,-0.1549,-0.1088,0.0461,-0.1824,-0.0902,False
cell_04_18,11,viirs_avg_rad_mean,3,12.5016,13.302,2.0565,0.7356,11.7336,13.6698,1.9362,10.1652,14.0376,False
cell_04_18,11,era5_temperature_mean,3,20.7019,20.8403,0.7283,0.5108,20.3773,21.0957,0.7184,19.9143,21.3511,False
cell_04_18,11,era5_precipitation_total,3,2.8341,2.6158,2.8606,2.5268,1.3524,4.2067,2.8543,0.089,5.7976,False
cell_04_18,11,era5_wind_speed_mean,3,1.8625,1.7621,0.2314,0.0639,1.7302,1.9446,0.2144,1.6983,2.1271,False
cell_04_18,12,ndvi_mean,3,0.2394,0.2556,0.0447,0.0183,0.2222,0.2647,0.0425,0.1889,0.2739,False
cell_04_18,12,ndbi_mean,3,-0.1106,-0.0997,0.0505,0.0333,-0.1327,-0.0831,0.0496,-0.1657,-0.0664,False
cell_04_18,12,ndwi_mean,3,-0.2442,-0.2514,0.0454,0.0342,-0.2685,-0.2235,0.045,-0.2856,-0.1957,False
cell_04_18,12,viirs_avg_rad_mean,3,10.0819,11.0696,1.7606,0.0573,9.5594,11.0983,1.5388,8.0493,11.1269,False
cell_04_18,12,era5_temperature_mean,3,15.1478,15.0396,0.5056,0.3346,14.8723,15.3692,0.4969,14.705,15.6987,False
cell_04_18,12,era5_precipitation_total,3,12.6148,2.0117,20.0758,1.9481,1.0377,18.8904,17.8527,0.0636,35.769,False
cell_04_18,12,era5_wind_speed_mean,3,2.2505,2.3131,0.3009,0.202,2.1182,2.4141,0.296,1.9232,2.5151,False
cell_04_19,1,ndvi_mean,3,0.5355,0.547,0.0224,0.0028,0.5283,0.5484,0.02,0.5097,0.5497,False
cell_04_19,1,ndbi_mean,3,-0.2325,-0.2302,0.0087,0.005,-0.2361,-0.2277,0.0085,-0.2421,-0.2252,False
cell_04_19,1,ndwi_mean,3,-0.5164,-0.5285,0.0234,0.0027,-0.5298,-0.5089,0.0209,-0.5312,-0.4894,False
cell_04_19,1,viirs_avg_rad_mean,3,15.672,16.7842,1.9902,0.0734,15.0792,16.8209,1.7417,13.3743,16.8576,False
cell_04_19,1,era5_temperature_mean,3,12.7793,12.7008,0.8483,0.7277,12.3369,13.1824,0.8455,11.9731,13.6641,False
cell_04_19,1,era5_precipitation_total,3,15.4524,11.6514,8.0528,1.6476,10.8275,18.1768,7.3492,10.0037,24.7022,False
cell_04_19,1,era5_wind_speed_mean,3,2.0846,2.2067,0.3186,0.1174,1.9648,2.2654,0.3006,1.7229,2.3241,False
cell_04_19,2,ndvi_mean,3,0.5472,0.5854,0.0797,0.0152,0.5205,0.593,0.0725,0.4555,0.6006,False
cell_04_19,2,ndbi_mean,3,-0.2399,-0.2644,0.0462,0.0043,-0.2666,-0.2255,0.0411,-0.2688,-0.1866,False
cell_04_19,2,ndwi_mean,3,-0.5262,-0.5595,0.0731,0.0173,-0.5681,-0.5009,0.0672,-0.5768,-0.4424,False
cell_04_19,2,viirs_avg_rad_mean,3,19.2543,19.2925,1.0381,0.9803,18.7451,19.7826,1.0376,18.1976,20.2728,False
cell_04_19,2,era5_temperature_mean,3,17.6189,17.9406,1.3118,0.7992,17.0584,18.3402,1.2818,16.1762,18.7398,False
cell_04_19,2,era5_precipitation_total,3,13.4609,15.351,11.1899,8.2342,8.3986,19.4682,11.0695,1.4463,23.5853,False
cell_04_19,2,era5_wind_speed_mean,3,2.5771,2.6264,0.1176,0.0356,2.5346,2.6442,0.1096,2.4428,2.662,False
cell_04_19,3,ndvi_mean,3,0.5211,0.5065,0.0535,0.0301,0.4915,0.5434,0.052,0.4764,0.5803,False
cell_04_19,3,ndbi_mean,3,-0.1782,-0.1494,0.0577,0.0088,-0.197,-0.145,0.052,-0.2445,-0.1406,False
cell_04_19,3,ndwi_mean,3,-0.5227,-0.5103,0.0392,0.019,-0.5384,-0.5008,0.0376,-0.5666,-0.4913,False
cell_04_19,3,viirs_avg_rad_mean,3,22.542,23.8617,2.6858,0.4509,21.6567,24.0871,2.4304,19.4516,24.3125,False
cell_04_19,3,era5_temperature_mean,3,22.1626,22.2104,0.5843,0.5112,21.8831,22.466,0.5829,21.5559,22.7216,False
cell_04_19,3,era5_precipitation_total,3,39.7881,40.5181,27.3038,26.2016,26.3224,53.6189,27.2965,12.1267,66.7196,False
cell_04_19,3,era5_wind_speed_mean,3,2.4628,2.5023,0.3806,0.3197,2.2832,2.6622,0.379,2.064,2.8221,False
cell_04_19,4,ndvi_mean,3,0.3176,0.3084,0.0208,0.0054,0.3057,0.3249,0.0192,0.303,0.3414,False
cell_04_19,4,ndbi_mean,3,-0.0095,-0.0117,0.0153,0.0119,-0.0177,-0.0025,0.0152,-0.0236,0.0068,False
cell_04_19,4,ndwi_mean,3,-0.3783,-0.38,0.0036,0.0008,-0.3804,-0.3771,0.0033,-0.3808,-0.3742,False
cell_04_19,4,viirs_avg_rad_mean,3,22.6641,20.9947,5.7978,3.1104,19.4394,25.0541,5.6146,17.8842,29.1135,False
cell_04_19,4,era5_temperature_mean,3,28.729,28.737,1.9457,1.9338,27.7581,29.7038,1.9457,26.7793,30.6707,False
cell_04_19,4,era5_precipitation_total,3,8.063,1.9339,11.2819,0.7616,1.5531,11.5083,9.9552,1.1724,21.0828,False
cell_04_19,4,era5_wind_speed_mean,3,2.5348,2.4515,0.2279,0.0911,2.4059,2.622,0.2161,2.3603,2.7926,False
cell_04_19,5,ndvi_mean,3,0.3092,0.3145,0.0438,0.0356,0.2888,0.3323,0.0435,0.263,0.3501,False
cell_04_19,5,ndbi_mean,3,-0.0168,-0.0359,0.036,0.0034,-0.0376,-0.0056,0.032,-0.0393,0.0248,False
cell_04_19,5,ndwi_mean,3,-0.3616,-0.3454,0.046,0.0194,-0.3794,-0.3357,0.0438,-0.4135,-0.326,False
cell_04_19,5,viirs_avg_rad_mean,3,18.8112,19.4403,2.0614,1.0444,17.9744,19.9625,1.9881,16.5085,20.4847,False
cell_04_19,5,era5_temperature_mean,3,31.6994,32.1903,2.2102,1.4326,30.7376,32.9066,2.169,29.2849,33.6229,False
cell_04_19,5,era5_precipitation_total,3,34.5894,29.0644,35.8483,27.24,15.4444,50.9719,35.5275,1.8244,72.8794,False
cell_04_19,5,era5_wind_speed_mean,3,2.557,2.4569,0.211,0.0422,2.4358,2.6282,0.1924,2.4147,2.7994,False
cell_04_19,6,ndvi_mean,3,0.4526,0.456,0.0524,0.0472,0.4273,0.4796,0.0523,0.3986,0.5032,False
cell_04_19,6,ndbi_mean,3,-0.1195,-0.1359,0.0389,0.0116,-0.1417,-0.1055,0.0362,-0.1475,-0.0751,False
cell_04_19,6,ndwi_mean,3,-0.4529,-0.4524,0.0326,0.0319,-0.4691,-0.4365,0.0326,-0.4857,-0.4205,False
cell_04_19,6,viirs_avg_rad_mean,3,19.3129,18.8696,1.6048,0.8932,18.4229,19.9812,1.5582,17.9763,21.0928,False
cell_04_19,6,era5_temperature_mean,3,33.0735,33.3927,1.5943,1.0913,32.3682,33.9383,1.5701,31.3438,34.484,False
cell_04_19,6,era5_precipitation_total,3,84.1992,81.91,18.4528,14.9122,74.4539,92.7999,18.346,66.9978,103.6897,False
cell_04_19,6,era5_wind_speed_mean,3,2.7772,2.8516,0.2869,0.168,2.656,2.9356,0.2796,2.4603,3.0196,False
cell_04_19,7,ndvi_mean,2,0.5124,0.5124,0.0155,0.011,0.5069,0.5179,0.011,0.5014,0.5234,False
cell_04_19,7,ndbi_mean,2,-0.1864,-0.1864,0.0183,0.0129,-0.1929,-0.18,0.0129,-0.1994,-0.1735,False
cell_04_19,7,ndwi_mean,2,-0.4389,-0.4389,0.0293,0.0207,-0.4493,-0.4286,0.0207,-0.4597,-0.4182,False
cell_04_19,7,viirs_avg_rad_mean,3,22.6045,24.3655,4.2806,1.3581,21.0449,25.0446,3.9997,17.7243,25.7236,False
cell_04_19,7,era5_temperature_mean,3,29.5307,29.5385,0.551,0.5393,29.2572,29.8082,0.5509,28.9759,30.0778,False
cell_04_19,7,era5_precipitation_total,3,210.1514,190.5504,55.0731,22.9902,179.0552,231.447,52.3918,167.5601,272.3437,False
cell_04_19,7,era5_wind_speed_mean,3,2.1194,2.1547,0.228,0.173,2.0152,2.2412,0.2259,1.8758,2.3277,False
cell_04_19,8,ndvi_mean,3,0.4128,0.3925,0.1216,0.0899,0.3476,0.4679,0.1203,0.3026,0.5433,False
cell_04_19,8,ndbi_mean,3,-0.0938,-0.0773,0.0731,0.0469,-0.1255,-0.0538,0.0717,-0.1737,-0.0303,False
cell_04_19,8,ndwi_mean,3,-0.3957,-0.3742,0.0812,0.0469,-0.4299,-0.3508,0.0791,-0.4855,-0.3273,False
cell_04_19,8,viirs_avg_rad_mean,3,18.1921,17.4137,1.3848,0.0419,17.3927,18.6023,1.2096,17.3718,19.791,False
cell_04_19,8,era5_temperature_mean,3,28.867,28.7764,0.6877,0.5473,28.5028,29.186,0.6832,28.2291,29.5956,False
cell_04_19,8,era5_precipitation_total,3,141.4843,92.385,106.3645,23.8465,80.4618,177.9572,97.4954,68.5386,263.5294,False
cell_04_19,8,era5_wind_speed_mean,3,2.4678,2.4781,0.1473,0.1315,2.3968,2.5439,0.1471,2.3155,2.6096,False
cell_04_19,9,ndvi_mean,3,0.3926,0.4502,0.1347,0.0386,0.3444,0.4695,0.1251,0.2386,0.4888,False
cell_04_19,9,ndbi_mean,3,-0.0855,-0.0954,0.0295,0.0132,-0.102,-0.0739,0.0282,-0.1086,-0.0523,False
cell_04_19,9,ndwi_mean,3,-0.3599,-0.4224,0.1333,0.0281,-0.4365,-0.3146,0.1219,-0.4505,-0.2068,False
cell_04_19,9,viirs_avg_rad_mean,3,16.9921,16.5759,2.5763,1.9267,15.6126,18.1635,2.551,14.6492,19.7512,False
cell_04_19,9,era5_temperature_mean,3,28.0717,28.244,0.5757,0.2975,27.8367,28.3927,0.556,27.4295,28.5415,False
cell_04_19,9,era5_precipitation_total,3,186.3039,167.3374,94.6766,64.791,134.9418,228.1827,93.2409,102.5463,289.028,False
cell_04_19,9,era5_wind_speed_mean,3,2.1121,2.0417,0.1576,0.0397,2.0219,2.1672,0.1453,2.0021,2.2926,False
cell_04_19,10,ndvi_mean,3,0.3631,0.3712,0.0285,0.0156,0.3513,0.379,0.0277,0.3314,0.3868,False
cell_04_19,10,ndbi_mean,3,-0.0735,-0.0774,0.0355,0.0295,-0.0921,-0.0567,0.0354,-0.1069,-0.0361,False
cell_04_19,10,ndwi_mean,3,-0.3661,-0.3806,0.0399,0.0161,-0.3886,-0.3507,0.0379,-0.3967,-0.3209,False
cell_04_19,10,viirs_avg_rad_mean,3,20.2664,20.0046,1.8429,1.4361,19.2865,21.1154,1.8289,18.5685,22.2262,False
cell_04_19,10,era5_temperature_mean,3,25.0401,25.2711,1.2314,0.8686,24.4903,25.7054,1.2151,23.7096,26.1397,False
cell_04_19,10,era5_precipitation_total,3,67.7411,6.5467,111.6176,6.4425,3.3255,101.5595,98.234,0.1042,196.5723,False
cell_04_19,10,era5_wind_speed_mean,3,1.9599,1.9542,0.0392,0.0303,1.939,1.9779,0.0389,1.9239,2.0017,False
cell_04_19,11,ndvi_mean,3,0.2823,0.2991,0.0462,0.0186,0.2645,0.3084,0.0439,0.23,0.3177,False
cell_04_19,11,ndbi_mean,3,-0.0822,-0.0759,0.0175,0.0072,-0.089,-0.0723,0.0166,-0.102,-0.0687,False
cell_04_19,11,ndwi_mean,3,-0.2944,-0.3325,0.0728,0.0077,-0.3363,-0.2714,0.0649,-0.3402,-0.2104,False
cell_04_19,11,viirs_avg_rad_mean,3,20.3418,21.0135,3.482,2.4254,18.7932,22.2263,3.4331,16.5728,23.439,False
cell_04_19,11,era5_temperature_mean,3,20.7019,20.8403,0.7283,0.5108,20.3773,21.0957,0.7184,19.9143,21.3511,False
cell_04_19,11,era5_precipitation_total,3,2.8341,2.6158,2.8606,2.5268,1.3524,4.2067,2.8543,0.089,5.7976,False
cell_04_19,11,era5_wind_speed_mean,3,1.8625,1.7621,0.2314,0.0639,1.7302,1.9446,0.2144,1.6983,2.1271,False
cell_04_19,12,ndvi_mean,3,0.4588,0.4585,0.0093,0.0088,0.4541,0.4633,0.0092,0.4497,0.4682,False
cell_04_19,12,ndbi_mean,3,-0.1493,-0.1523,0.0076,0.0028,-0.1536,-0.1465,0.0071,-0.155,-0.1407,False
cell_04_19,12,ndwi_mean,3,-0.4558,-0.4578,0.0065,0.0033,-0.4595,-0.4532,0.0063,-0.4611,-0.4485,False
cell_04_19,12,viirs_avg_rad_mean,3,17.5846,17.1371,0.9477,0.1937,17.0403,17.9051,0.8648,16.9435,18.6731,False
cell_04_19,12,era5_temperature_mean,3,15.1478,15.0396,0.5056,0.3346,14.8723,15.3692,0.4969,14.705,15.6987,False
cell_04_19,12,era5_precipitation_total,3,12.6148,2.0117,20.0758,1.9481,1.0377,18.8904,17.8527,0.0636,35.769,False
cell_04_19,12,era5_wind_speed_mean,3,2.2505,2.3131,0.3009,0.202,2.1182,2.4141,0.296,1.9232,2.5151,False
cell_05_00,1,ndvi_mean,3,0.4376,0.4646,0.0717,0.0272,0.4105,0.4782,0.0678,0.3563,0.4918,False
cell_05_00,1,ndbi_mean,3,-0.0962,-0.0969,0.0281,0.0271,-0.1105,-0.0823,0.0281,-0.124,-0.0678,False
cell_05_00,1,ndwi_mean,3,-0.4336,-0.4605,0.0529,0.0072,-0.4641,-0.4166,0.0475,-0.4677,-0.3727,False
cell_05_00,1,viirs_avg_rad_mean,3,22.2845,21.2865,4.1399,2.5516,20.0107,24.0593,4.0487,18.7349,26.8322,False
cell_05_00,1,era5_temperature_mean,3,12.7796,12.6738,0.8304,0.6667,12.3405,13.1658,0.8253,12.0071,13.6578,False
cell_05_00,1,era5_precipitation_total,3,16.8589,12.9574,7.5697,0.9214,12.4967,19.2704,6.7737,12.0359,25.5834,False
cell_05_00,1,era5_wind_speed_mean,3,2.0941,2.2186,0.3147,0.1089,1.9774,2.2731,0.2957,1.7362,2.3275,False
cell_05_00,2,ndvi_mean,3,0.4428,0.4391,0.0171,0.0112,0.4334,0.4503,0.0168,0.4278,0.4615,False
cell_05_00,2,ndbi_mean,3,-0.0992,-0.0955,0.0132,0.0072,-0.1047,-0.0918,0.0128,-0.1139,-0.0882,False
cell_05_00,2,ndwi_mean,3,-0.4252,-0.4228,0.0137,0.01,-0.4314,-0.4178,0.0135,-0.4399,-0.4128,False
cell_05_00,2,viirs_avg_rad_mean,3,29.5166,30.4464,3.2033,1.7058,28.1988,31.2993,3.1005,25.9513,32.1522,False
cell_05_00,2,era5_temperature_mean,3,17.6183,17.8962,1.3169,0.8779,17.0404,18.3351,1.2947,16.1846,18.7741,False
cell_05_00,2,era5_precipitation_total,3,13.6288,15.2474,11.6497,9.1371,8.2509,19.8159,11.565,1.2545,24.3845,False
cell_05_00,2,era5_wind_speed_mean,3,2.5688,2.6264,0.1164,0.0188,2.5306,2.6358,0.1052,2.4349,2.6452,False
cell_05_00,3,ndvi_mean,3,0.4691,0.4747,0.0163,0.0071,0.4627,0.4783,0.0156,0.4507,0.4819,False
cell_05_00,3,ndbi_mean,3,-0.0789,-0.078,0.0145,0.0131,-0.0859,-0.0714,0.0145,-0.0939,-0.0649,False
cell_05_00,3,ndwi_mean,3,-0.4669,-0.4762,0.0244,0.009,-0.4807,-0.4577,0.023,-0.4852,-0.4392,False
cell_05_00,3,viirs_avg_rad_mean,3,30.6783,31.1265,2.0027,1.2925,29.808,31.7727,1.9647,28.4896,32.419,False
cell_05_00,3,era5_temperature_mean,3,22.1621,22.2202,0.5605,0.4712,21.8975,22.4558,0.5583,21.5749,22.6914,False
cell_05_00,3,era5_precipitation_total,3,40.5749,39.4606,28.2214,26.5335,26.1939,54.3988,28.2049,12.9272,69.337,False
cell_05_00,3,era5_wind_speed_mean,3,2.4643,2.5074,0.3964,0.3299,2.2777,2.6724,0.3946,2.0481,2.8373,False
cell_05_00,4,ndvi_mean,3,0.459,0.465,0.0422,0.033,0.4396,0.4815,0.0419,0.4141,0.4979,False
cell_05_00,4,ndbi_mean,3,-0.104,-0.117,0.0366,0.0154,-0.1246,-0.0898,0.0349,-0.1323,-0.0626,False
cell_05_00,4,ndwi_mean,3,-0.4529,-0.446,0.0445,0.0338,-0.4733,-0.4292,0.0441,-0.5005,-0.4123,False
cell_05_00,4,viirs_avg_rad_mean,3,28.9739,28.9678,0.6006,0.5915,28.6721,29.2726,0.6005,28.3764,29.5775,False
cell_05_00,4,era5_temperature_mean,3,28.7798,28.747,2.0298,1.9803,27.7568,29.7864,2.0296,26.7666,30.8258,False
cell_05_00,4,era5_precipitation_total,3,8.1421,2.4749,10.7878,1.1059,1.922,11.5287,9.6067,1.369,20.5825,False
cell_05_00,4,era5_wind_speed_mean,3,2.5436,2.476,0.232,0.123,2.4145,2.6389,0.2245,2.3529,2.8019,False
cell_05_00,5,ndvi_mean,3,0.4462,0.4597,0.065,0.0436,0.4176,0.4815,0.0639,0.3755,0.5033,False
cell_05_00,5,ndbi_mean,3,-0.0877,-0.094,0.0636,0.0539,-0.121,-0.0576,0.0633,-0.1479,-0.0213,False
cell_05_00,5,ndwi_mean,3,-0.4616,-0.4762,0.0498,0.0263,-0.4894,-0.4412,0.0482,-0.5025,-0.4061,False
cell_05_00,5,viirs_avg_rad_mean,3,27.2761,26.7772,1.4365,0.6218,26.4663,27.8364,1.37,26.1554,28.8955,False
cell_05_00,5,era5_temperature_mean,3,31.8202,32.3862,2.2892,1.3871,30.8436,33.0797,2.2361,29.3011,33.7733,False
cell_05_00,5,era5_precipitation_total,3,34.7703,29.1701,36.8139,28.0927,15.1237,51.6168,36.4931,1.0774,74.0635,False
cell_05_00,5,era5_wind_speed_mean,3,2.5911,2.5082,0.2132,0.0763,2.47,2.6708,0.2008,2.4318,2.8334,False
cell_05_00,6,ndvi_mean,3,0.4531,0.4784,0.088,0.0472,0.4168,0.502,0.0852,0.3552,0.5257,False
cell_05_00,6,ndbi_mean,3,-0.1044,-0.1383,0.0792,0.0226,-0.1496,-0.0761,0.0735,-0.1609,-0.0138,False
cell_05_00,6,ndwi_mean,3,-0.4488,-0.457,0.0521,0.0394,-0.4767,-0.4251,0.0516,-0.4963,-0.3932,False
cell_05_00,6,viirs_avg_rad_mean,3,27.6303,27.6698,0.2449,0.1832,27.5189,27.7614,0.2425,27.368,27.8531,False
cell_05_00,6,era5_temperature_mean,3,33.1523,33.5193,1.6498,1.0684,32.4346,34.0535,1.6189,31.3499,34.5877,False
cell_05_00,6,era5_precipitation_total,3,82.5711,80.725,11.2067,8.3229,76.5635,87.6556,11.0921,72.4021,94.5862,False
cell_05_00,6,era5_wind_speed_mean,3,2.8166,2.9013,0.3079,0.1719,2.6883,2.9873,0.299,2.4753,3.0733,False
cell_05_00,7,ndvi_mean,2,0.4672,0.4672,0.0152,0.0107,0.4618,0.4726,0.0107,0.4565,0.4779,False
cell_05_00,7,ndbi_mean,2,-0.169,-0.169,0.0087,0.0062,-0.1721,-0.1659,0.0062,-0.1752,-0.1628,False
cell_05_00,7,ndwi_mean,2,-0.3976,-0.3976,0.0117,0.0083,-0.4017,-0.3934,0.0083,-0.4058,-0.3893,False
cell_05_00,7,viirs_avg_rad_mean,3,27.863,23.7925,7.081,0.0354,23.7748,29.9159,6.1411,23.7571,36.0393,False
cell_05_00,7,era5_temperature_mean,3,29.542,29.5003,0.5611,0.4975,29.2516,29.8115,0.56,29.0029,30.1228,False
cell_05_00,7,era5_precipitation_total,3,213.3438,194.4656,62.4238,31.9276,178.5018,238.7467,60.2449,162.5381,283.0278,False
cell_05_00,7,era5_wind_speed_mean,3,2.1385,2.1766,0.2204,0.1607,2.0391,2.257,0.2179,1.9016,2.3373,False
cell_05_00,8,ndvi_mean,3,0.552,0.5559,0.0802,0.0742,0.5129,0.593,0.0801,0.47,0.6302,False
cell_05_00,8,ndbi_mean,3,-0.1957,-0.1958,0.0316,0.0315,-0.2116,-0.1799,0.0316,-0.2273,-0.1641,False
cell_05_00,8,ndwi_mean,3,-0.4987,-0.4991,0.0952,0.0945,-0.5464,-0.4512,0.0952,-0.5937,-0.4033,False
cell_05_00,8,viirs_avg_rad_mean,3,22.5089,23.6606,2.0659,0.0817,21.8922,23.7014,1.8092,20.1239,23.7422,False
cell_05_00,8,era5_temperature_mean,3,28.8688,28.7394,0.732,0.5292,28.4748,29.1982,0.7234,28.2102,29.6569,False
cell_05_00,8,era5_precipitation_total,3,138.8093,92.3013,109.0241,31.5494,76.5266,177.838,101.3114,60.7519,263.3747,False
cell_05_00,8,era5_wind_speed_mean,3,2.5047,2.5242,0.183,0.153,2.4185,2.6007,0.1822,2.3128,2.6772,False
cell_05_00,9,ndvi_mean,3,0.5462,0.5202,0.0693,0.0265,0.507,0.5725,0.0655,0.4937,0.6247,False
cell_05_00,9,ndbi_mean,3,-0.1971,-0.206,0.0267,0.0122,-0.2121,-0.1865,0.0255,-0.2182,-0.1671,False
cell_05_00,9,ndwi_mean,3,-0.4898,-0.4502,0.0836,0.0168,-0.518,-0.4418,0.0762,-0.5858,-0.4334,False
cell_05_00,9,viirs_avg_rad_mean,3,22.0556,22.2925,0.4443,0.0388,21.9178,22.3119,0.3941,21.5431,22.3313,False
cell_05_00,9,era5_temperature_mean,3,28.0842,28.225,0.6164,0.3929,27.8173,28.4215,0.6042,27.4096,28.6179,False
cell_05_00,9,era5_precipitation_total,3,188.5029,162.0894,109.208,67.1652,128.5068,235.2922,106.7854,94.9242,308.4951,False
cell_05_00,9,era5_wind_speed_mean,3,2.1334,2.0832,0.1532,0.0717,2.0474,2.1943,0.1469,2.0116,2.3053,False
cell_05_00,10,ndvi_mean,3,0.5671,0.5852,0.0407,0.0105,0.5528,0.5904,0.0376,0.5205,0.5956,False
cell_05_00,10,ndbi_mean,3,-0.2195,-0.216,0.0222,0.0167,-0.2296,-0.2076,0.022,-0.2433,-0.1993,False
