event_id,month,cell_count,spatial_coherence,centroid_lon,centroid_lat,min_lon,max_lon,min_lat,max_lat,mean_activity_score,max_activity_score,optical_support_count,viirs_support_count,weather_context_count,dominant_feature,dominant_direction,cells
EVT_202606_022,2026-06,3,True,77.330833,28.544203,77.325,77.335,28.53913,28.547826,0.75,0.75,3,3,0,ndvi_mean,positive,cell_09_16;cell_10_15;cell_10_16
EVT_202606_023,2026-06,3,True,77.2525,28.55,77.25,77.255,28.543478,28.556522,0.5,0.5,3,3,3,viirs_avg_rad_mean,positive,cell_10_00;cell_11_00;cell_12_00
EVT_202606_024,2026-06,1,False,77.2875,28.545652,77.285,77.29,28.543478,28.547826,0.5,0.5,1,0,1,ndbi_mean,positive,cell_10_07
EVT_202606_025,2026-06,1,False,77.3025,28.545652,77.3,77.305,28.543478,28.547826,0.5,0.5,1,1,0,ndvi_mean,negative,cell_10_10
EVT_202606_026,2026-06,1,False,77.3125,28.545652,77.31,77.315,28.543478,28.547826,1.0,1.0,1,1,0,ndbi_mean,positive,cell_10_12
EVT_202606_027,2026-06,1,False,77.3475,28.545652,77.345,77.35,28.543478,28.547826,0.5,0.5,1,1,0,viirs_avg_rad_mean,positive,cell_10_19
EVT_202606_028,2026-06,2,True,77.2725,28.552174,77.27,77.275,28.547826,28.556522,0.5,0.5,2,2,2,ndbi_mean,positive,cell_11_04;cell_12_04
EVT_202606_029,2026-06,1,False,77.2825,28.55,77.28,77.285,28.547826,28.552174,0.5,0.5,1,0,1,ndwi_mean,negative,cell_11_06
EVT_202606_030,2026-06,1,False,77.3225,28.55,77.32,77.325,28.547826,28.552174,0.5,0.5,1,0,0,ndwi_mean,negative,cell_11_14
EVT_202606_031,2026-06,10,True,77.3365,28.556957,77.325,77.35,28.547826,28.565217,0.65,0.75,10,9,0,viirs_avg_rad_mean,positive,cell_11_18;cell_12_15;cell_12_17;cell_12_18;cell_12_19;cell_13_15;cell_13_16;cell_13_17;cell_14_16;cell_14_17
EVT_202606_032,2026-06,3,True,77.305833,28.555797,77.3,77.31,28.552174,28.56087,0.6667,0.75,3,1,0,ndbi_mean,positive,cell_12_10;cell_12_11;cell_13_11
EVT_202606_033,2026-06,1,False,77.3175,28.554348,77.315,77.32,28.552174,28.556522,0.5,0.5,1,0,0,ndvi_mean,negative,cell_12_13
EVT_202606_034,2026-06,2,True,77.2675,28.56087,77.265,77.27,28.556522,28.565217,0.5,0.5,2,2,2,ndwi_mean,negative,cell_13_03;cell_14_03
EVT_202606_035,2026-06,14,True,77.281786,28.572671,77.265,77.295,28.556522,28.586957,0.6071,1.0,14,10,14,ndvi_mean,negative,cell_13_08;cell_14_08;cell_15_06;cell_15_07;cell_15_08;cell_16_05;cell_16_06;cell_17_03;cell_17_04;cell_17_05;cell_17_06;cell_18_05;cell_18_06;cell_19_05
EVT_202606_036,2026-06,3,True,77.255833,28.564492,77.25,77.26,28.56087,28.569565,0.5,0.5,3,2,3,viirs_avg_rad_mean,positive,cell_14_00;cell_14_01;cell_15_01
EVT_202606_037,2026-06,1,False,77.2775,28.563043,77.275,77.28,28.56087,28.565217,0.5,0.5,1,1,1,viirs_avg_rad_mean,positive,cell_14_05
EVT_202606_038,2026-06,1,False,77.3025,28.563043,77.3,77.305,28.56087,28.565217,0.5,0.5,1,1,0,viirs_avg_rad_mean,positive,cell_14_10
EVT_202606_039,2026-06,1,False,77.3175,28.567391,77.315,77.32,28.565217,28.569565,0.5,0.5,1,1,0,viirs_avg_rad_mean,positive,cell_15_13
EVT_202606_040,2026-06,1,False,77.2975,28.571739,77.295,77.3,28.569565,28.573913,0.5,0.5,1,1,1,viirs_avg_rad_mean,negative,cell_16_09
EVT_202606_041,2026-06,10,True,77.3175,28.578696,77.305,77.33,28.569565,28.586957,0.65,0.75,10,7,0,ndwi_mean,positive,cell_16_12;cell_17_11;cell_17_12;cell_17_13;cell_17_14;cell_18_12;cell_18_13;cell_18_14;cell_19_14;cell_19_15
EVT_202606_042,2026-06,1,False,77.3325,28.571739,77.33,77.335,28.569565,28.573913,0.5,0.5,1,0,0,ndvi_mean,negative,cell_16_16
EVT_202606_043,2026-06,8,True,77.343125,28.583152,77.335,77.35,28.569565,28.595652,0.5312,0.75,8,1,0,ndvi_mean,negative,cell_16_19;cell_17_18;cell_17_19;cell_18_18;cell_19_18;cell_20_18;cell_21_17;cell_21_18
EVT_202606_044,2026-06,4,True,77.25625,28.583696,77.25,77.265,28.578261,28.586957,0.625,0.75,4,4,4,viirs_avg_rad_mean,positive,cell_18_00;cell_19_00;cell_19_01;cell_19_02
EVT_202606_045,2026-06,7,True,77.305357,28.588509,77.3,77.315,28.578261,28.595652,0.5714,0.75,7,5,0,viirs_avg_rad_mean,positive,cell_18_10;cell_19_10;cell_20_10;cell_20_11;cell_20_12;cell_21_10;cell_21_11
EVT_202606_046,2026-06,1,False,77.2875,28.584783,77.285,77.29,28.582609,28.586957,0.5,0.5,1,0,1,ndwi_mean,positive,cell_19_07
EVT_202606_047,2026-06,1,False,77.2875,28.593478,77.285,77.29,28.591304,28.595652,0.5,0.5,1,1,1,viirs_avg_rad_mean,positive,cell_21_07
EVT_202606_048,2026-06,1,False,77.3275,28.593478,77.325,77.33,28.591304,28.595652,0.5,0.5,1,0,0,ndwi_mean,positive,cell_21_15
EVT_202606_049,2026-06,1,False,77.2525,28.597826,77.25,77.255,28.595652,28.6,0.5,0.5,1,1,1,viirs_avg_rad_mean,positive,cell_22_00
EVT_202606_050,2026-06,3,True,77.2775,28.597826,77.27,77.285,28.595652,28.6,0.5,0.5,3,1,3,ndwi_mean,positive,cell_22_04;cell_22_05;cell_22_06
EVT_202606_051,2026-06,1,False,77.2925,28.597826,77.29,77.295,28.595652,28.6,0.5,0.5,1,1,1,ndbi_mean,positive,cell_22_08
EVT_202606_052,2026-06,1,False,77.3325,28.597826,77.33,77.335,28.595652,28.6,0.5,0.5,1,0,0,ndvi_mean,negative,cell_22_16
EVT_202606_053,2026-06,1,False,77.3475,28.597826,77.345,77.35,28.595652,28.6,0.5,0.5,1,0,0,ndwi_mean,positive,cell_22_19
