cell_id,month,optical_evidence_count,optical_features_available,optical_support_ratio,viirs_anomalous,viirs_available,activity_evidence_count,activity_features_available,activity_evidence_score,weather_context_count,weather_features_available,weather_context_ratio,activity_candidate,dominant_activity_feature,dominant_activity_direction,max_activity_deviation,s2_valid_pixel_fraction,viirs_cf_cvg_mean
cell_00_00,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,3.6576,1.0,12.0
cell_00_01,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.3217,1.0,12.0
cell_00_02,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,8.7997,1.0,12.0
cell_00_03,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,3.9894,1.0,12.0
cell_00_04,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.2001,1.0,12.05
cell_00_05,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,6.0688,1.0,13.0
cell_00_06,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,11.4572,1.0,13.0
cell_00_07,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,positive,0.951,1.0,13.0
cell_00_08,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,positive,9.6722,1.0,13.0
cell_00_09,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,34.3945,1.0,13.0
cell_00_10,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,14.59,1.0,13.0
cell_00_11,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.1836,1.0,13.0
cell_00_12,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,positive,11.0078,1.0,13.46
cell_00_13,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.3385,1.0,14.0
cell_00_14,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,positive,1.8546,1.0,14.0
cell_00_15,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,positive,3.3236,1.0,14.0
cell_00_16,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,positive,2.0013,1.0,13.32
cell_00_17,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,negative,6.7848,1.0,13.0
cell_00_18,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.5814,1.0,13.0
cell_00_19,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.2244,1.0,13.21
cell_01_00,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,negative,22.5789,1.0,12.0
cell_01_01,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,21.9393,1.0,12.0
cell_01_02,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,3.6663,1.0,12.0
cell_01_03,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,63.0048,1.0,12.0
cell_01_04,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,4.2383,1.0,12.02
cell_01_05,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.0399,1.0,13.0
cell_01_06,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,positive,6.9178,1.0,13.0
cell_01_07,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,positive,1.5509,1.0,13.0
cell_01_08,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.8027,1.0,13.0
cell_01_09,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,positive,6.1322,1.0,13.0
cell_01_10,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,4.0837,1.0,13.19
cell_01_11,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,positive,2.3926,1.0,13.62
cell_01_12,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.6857,1.0,13.79
cell_01_13,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,negative,5.766,1.0,14.0
cell_01_14,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.8999,1.0,14.0
cell_01_15,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.4861,1.0,14.0
cell_01_16,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.9278,1.0,13.78
cell_01_17,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,3.3516,1.0,13.73
cell_01_18,2026-01,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,123.0792,1.0,13.75
cell_01_19,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.6346,1.0,13.14
cell_02_00,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.7113,1.0,12.0
cell_02_01,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,1.363,1.0,12.0
cell_02_02,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,positive,1.6452,1.0,12.0
cell_02_03,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,1.4942,1.0,12.45
cell_02_04,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,1.7245,1.0,12.51
cell_02_05,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.1585,1.0,13.5
cell_02_06,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,3.8024,1.0,13.5
cell_02_07,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,4.5656,1.0,13.54
cell_02_08,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,6.6025,1.0,13.55
cell_02_09,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,4.6975,1.0,13.62
cell_02_10,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.0047,1.0,13.75
cell_02_11,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.7757,1.0,14.0
cell_02_12,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,34.3911,1.0,14.0
cell_02_13,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.5421,1.0,14.0
cell_02_14,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,11.2015,1.0,14.0
cell_02_15,2026-01,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndbi_mean,negative,32.1787,1.0,14.0
cell_02_16,2026-01,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,ndvi_mean,positive,9.9847,1.0,14.0
cell_02_17,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,5.5105,1.0,14.0
cell_02_18,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,negative,12.6346,1.0,13.45
cell_02_19,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,7.9522,0.9984,13.05
cell_03_00,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,1.9002,1.0,12.0
cell_03_01,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,2.1584,0.9984,12.0
cell_03_02,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,1.8966,1.0,12.41
cell_03_03,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,4.1157,1.0,12.94
cell_03_04,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,0.9571,1.0,13.0
cell_03_05,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,50.9457,1.0,13.99
cell_03_06,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,1.0356,1.0,14.0
cell_03_07,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,437.2465,1.0,14.0
cell_03_08,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.1057,1.0,14.0
cell_03_09,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,negative,47.7691,1.0,14.0
cell_03_10,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,0.9862,1.0,14.0
cell_03_11,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.6242,1.0,14.0
cell_03_12,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,9.536,1.0,14.0
cell_03_13,2026-01,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndwi_mean,negative,440.4187,1.0,14.0
cell_03_14,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,negative,5.7205,1.0,14.0
cell_03_15,2026-01,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndwi_mean,negative,27.6853,1.0,14.0
cell_03_16,2026-01,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndbi_mean,negative,15.4175,1.0,14.0
cell_03_17,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,42.6566,1.0,14.0
cell_03_18,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,2.9732,1.0,13.84
cell_03_19,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,5.0481,1.0,13.83
cell_04_00,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,5.5346,1.0,12.0
cell_04_01,2026-01,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndbi_mean,negative,5.593,1.0,12.0
cell_04_02,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,3.2452,1.0,12.41
cell_04_03,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,11.0703,1.0,12.93
cell_04_04,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,3.3866,1.0,13.0
cell_04_05,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,1.8488,1.0,13.97
cell_04_06,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,8.9796,1.0,14.0
cell_04_07,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,8.8809,1.0,14.0
cell_04_08,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,4.9114,1.0,14.0
cell_04_09,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,negative,11.1455,1.0,14.0
cell_04_10,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,negative,4.6765,1.0,14.0
cell_04_11,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,38.4355,1.0,14.0
cell_04_12,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,5.1769,1.0,14.0
cell_04_13,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,13.8284,1.0,14.0
cell_04_14,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,47.6033,1.0,13.63
cell_04_15,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,6.2636,1.0,13.24
cell_04_16,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,7.2348,1.0,13.22
cell_04_17,2026-01,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndbi_mean,positive,4.8375,1.0,13.19
cell_04_18,2026-01,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,8.311,1.0,13.13
cell_04_19,2026-01,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,viirs_avg_rad_mean,positive,49.5847,1.0,13.78
cell_05_00,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,20.3142,1.0,12.0
cell_05_01,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,negative,11.3728,1.0,12.0
cell_05_02,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,2.6923,1.0,12.44
cell_05_03,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,2.537,0.9984,12.42
cell_05_04,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,5.0606,1.0,12.38
cell_05_05,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.6638,1.0,13.32
cell_05_06,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,negative,4.5013,1.0,13.38
cell_05_07,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,25.9905,1.0,13.43
cell_05_08,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,3.4307,1.0,14.0
cell_05_09,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,5.7954,1.0,14.0
cell_05_10,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,7.3212,1.0,14.0
cell_05_11,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.8962,1.0,14.0
cell_05_12,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,3.7535,1.0,14.0
cell_05_13,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.9441,1.0,14.0
cell_05_14,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,6.2871,1.0,13.53
cell_05_15,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,22.7103,1.0,13.0
cell_05_16,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,5.0549,1.0,13.0
cell_05_17,2026-01,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,59.1837,1.0,13.0
cell_05_18,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,86.189,1.0,13.0
cell_05_19,2026-01,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,negative,6.8442,1.0,13.74
cell_06_00,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,3.6484,1.0,11.81
cell_06_01,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,2.4758,1.0,12.43
cell_06_02,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,negative,6.2661,1.0,12.92
cell_06_03,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,2.6378,1.0,12.17
cell_06_04,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.4475,1.0,12.55
cell_06_05,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,6.5385,1.0,12.98
cell_06_06,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,8.9673,1.0,13.0
cell_06_07,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,36.5134,1.0,13.08
cell_06_08,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,negative,5.9379,1.0,14.0
cell_06_09,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,negative,6.4466,1.0,14.0
cell_06_10,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.4746,1.0,14.0
cell_06_11,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,11.0062,1.0,14.0
cell_06_12,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,negative,19.964,1.0,14.0
cell_06_13,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,1.9901,1.0,14.0
cell_06_14,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.0213,1.0,13.55
cell_06_15,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,10.1677,1.0,13.0
cell_06_16,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,3.5878,1.0,13.0
cell_06_17,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,negative,143.7432,1.0,13.0
cell_06_18,2026-01,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndbi_mean,negative,21.1443,1.0,13.0
cell_06_19,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,23.2718,1.0,13.71
cell_07_00,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,34.4986,1.0,11.65
cell_07_01,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,21.1558,1.0,12.26
cell_07_02,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,3.3819,1.0,12.85
cell_07_03,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,4.2292,1.0,12.7
cell_07_04,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,5.5457,1.0,12.38
cell_07_05,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,22.9253,1.0,12.94
cell_07_06,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,13.6004,1.0,13.0
cell_07_07,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,6.588,1.0,13.07
cell_07_08,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,negative,185.6789,1.0,14.0
cell_07_09,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,0.8111,1.0,14.0
cell_07_10,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,4.4616,1.0,13.83
cell_07_11,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.609,1.0,13.21
cell_07_12,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,negative,1.7607,1.0,13.12
cell_07_13,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,3.2206,1.0,13.12
cell_07_14,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,8.4345,1.0,13.07
cell_07_15,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,9.8752,1.0,13.0
cell_07_16,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.7255,1.0,13.0
cell_07_17,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,negative,3.859,1.0,13.0
cell_07_18,2026-01,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,23.1596,1.0,13.0
cell_07_19,2026-01,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndwi_mean,positive,13.7985,1.0,13.0
cell_08_00,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,1.892,1.0,11.63
cell_08_01,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,25.2408,1.0,12.0
cell_08_02,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,8.691,1.0,12.74
cell_08_03,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,positive,2.9608,1.0,13.0
cell_08_04,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.4014,1.0,12.16
cell_08_05,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,6.8897,1.0,12.9
cell_08_06,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,4.8586,1.0,13.0
cell_08_07,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.8135,1.0,13.01
cell_08_08,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,0.7377,1.0,13.22
cell_08_09,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,negative,6.8694,1.0,13.22
cell_08_10,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,negative,2.8188,1.0,13.1
cell_08_11,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,2.2827,1.0,13.0
cell_08_12,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.2717,1.0,13.0
cell_08_13,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.0452,1.0,13.0
cell_08_14,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,3.1398,1.0,13.0
cell_08_15,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,7.6181,1.0,13.0
cell_08_16,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,55.18,1.0,13.0
cell_08_17,2026-01,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,ndvi_mean,negative,69.4424,1.0,13.0
cell_08_18,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,negative,7.7524,1.0,13.0
cell_08_19,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,8.8327,1.0,12.32
cell_09_00,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,7.3758,1.0,11.47
cell_09_01,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,5.4098,1.0,11.77
cell_09_02,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.7293,1.0,12.18
cell_09_03,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.7198,1.0,12.25
cell_09_04,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.7231,1.0,12.04
cell_09_05,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.234,1.0,12.88
cell_09_06,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,negative,6.3665,1.0,13.0
cell_09_07,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.5877,1.0,12.24
cell_09_08,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,negative,40.2717,1.0,12.13
cell_09_09,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,7.5401,1.0,12.13
cell_09_10,2026-01,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,negative,5.982,1.0,12.29
cell_09_11,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,positive,4.3449,1.0,13.0
cell_09_12,2026-01,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,14.512,1.0,13.0
cell_09_13,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,24.2424,1.0,13.0
cell_09_14,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,11.2184,1.0,13.0
cell_09_15,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,5.7494,1.0,13.0
cell_09_16,2026-01,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,125.7472,1.0,13.0
cell_09_17,2026-01,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.3009,1.0,13.0
cell_09_18,2026-01,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.7414,1.0,12.37
