cell_id,month,optical_evidence_count,optical_features_available,optical_support_ratio,viirs_anomalous,viirs_available,activity_evidence_count,activity_features_available,activity_evidence_score,weather_context_count,weather_features_available,weather_context_ratio,activity_candidate,dominant_activity_feature,dominant_activity_direction,max_activity_deviation,s2_valid_pixel_fraction,viirs_cf_cvg_mean
cell_07_13,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,4.4023,1.0,14.0
cell_07_14,2026-02,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,positive,13.3341,1.0,14.0
cell_07_15,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,positive,13.7911,1.0,14.0
cell_07_16,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,68.7949,1.0,14.0
cell_07_17,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,21.0415,1.0,14.0
cell_07_18,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,5.1136,1.0,14.0
cell_07_19,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,12.8377,1.0,14.0
cell_08_00,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,positive,4.4174,1.0,13.37
cell_08_01,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,6.2066,1.0,13.36
cell_08_02,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,4.6211,1.0,13.33
cell_08_03,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,9.2217,1.0,13.31
cell_08_04,2026-02,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,positive,2.5828,1.0,13.88
cell_08_05,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,34.7977,1.0,14.0
cell_08_06,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,9.6934,1.0,14.0
cell_08_07,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,9.8874,1.0,13.71
cell_08_08,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,positive,6.0939,1.0,13.0
cell_08_09,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,positive,20.754,1.0,13.0
cell_08_10,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,11.8641,1.0,13.0
cell_08_11,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,8.9828,1.0,13.26
cell_08_12,2026-02,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,positive,2.6133,1.0,14.0
cell_08_13,2026-02,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,positive,111.058,1.0,14.0
cell_08_14,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,29.4078,1.0,14.0
cell_08_15,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,10.6904,1.0,14.0
cell_08_16,2026-02,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,viirs_avg_rad_mean,positive,83.9679,1.0,14.0
cell_08_17,2026-02,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,positive,2.7093,1.0,14.0
cell_08_18,2026-02,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,negative,7.0662,1.0,14.0
cell_08_19,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,3.5148,1.0,14.0
cell_09_00,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,7.6281,1.0,13.0
cell_09_01,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,5.1405,1.0,13.0
cell_09_02,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.9853,1.0,13.0
cell_09_03,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,positive,5.3525,1.0,12.42
cell_09_04,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,17.8102,1.0,13.07
cell_09_05,2026-02,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,positive,31.9746,1.0,13.91
cell_09_06,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,161.2056,1.0,14.0
cell_09_07,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,positive,22.0557,1.0,13.97
cell_09_08,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,6.022,1.0,13.0
cell_09_09,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,4.4501,1.0,13.0
cell_09_10,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,7.7832,1.0,13.0
cell_09_11,2026-02,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.1169,1.0,13.24
cell_09_12,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,negative,4.7157,1.0,14.0
cell_09_13,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,positive,6.7269,1.0,14.0
cell_09_14,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,4.6578,1.0,14.0
cell_09_15,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,4.4889,1.0,14.0
cell_09_16,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,8.5678,1.0,14.0
cell_09_17,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,4.7418,1.0,14.0
cell_09_18,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,7.4128,1.0,14.0
cell_09_19,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,129.706,1.0,14.0
cell_10_00,2026-02,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,positive,1.943,1.0,13.45
cell_10_01,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,7.0301,1.0,13.75
cell_10_02,2026-02,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,positive,15.3502,1.0,13.75
cell_10_03,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,positive,14.1646,1.0,12.43
cell_10_04,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndwi_mean,negative,8.4952,1.0,12.82
cell_10_05,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,15.371,1.0,13.86
cell_10_06,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,8.0174,1.0,14.0
cell_10_07,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,79.8904,1.0,13.99
cell_10_08,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,16.6317,1.0,13.0
cell_10_09,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,14.9137,1.0,13.0
cell_10_10,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,12.5692,1.0,13.16
cell_10_11,2026-02,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,ndwi_mean,negative,8.9384,1.0,13.91
cell_10_12,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,negative,50.7733,1.0,14.0
cell_10_13,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,10.8124,1.0,14.0
cell_10_14,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,6.2124,1.0,14.0
cell_10_15,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,negative,6.8469,1.0,14.0
cell_10_16,2026-02,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,ndwi_mean,positive,14.5561,1.0,14.0
cell_10_17,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndbi_mean,positive,48.5789,1.0,14.0
cell_10_18,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,21.1869,1.0,14.0
cell_10_19,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,negative,34.7154,1.0,14.0
cell_11_00,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,12.4139,1.0,13.9
cell_11_01,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,5.6239,1.0,14.0
cell_11_02,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,positive,12.8164,1.0,14.0
cell_11_03,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,30.4316,1.0,13.67
cell_11_04,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,14.9159,1.0,13.14
cell_11_05,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,40.3767,1.0,13.84
cell_11_06,2026-02,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,positive,9.4806,1.0,14.0
cell_11_07,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,negative,30.3777,1.0,14.0
cell_11_08,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,6.7692,1.0,13.0
cell_11_09,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,69.9011,1.0,13.0
cell_11_10,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,6.6143,1.0,13.14
cell_11_11,2026-02,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,positive,145.245,0.9984,14.0
cell_11_12,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,7.0686,1.0,14.0
cell_11_13,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,61.0885,1.0,14.0
cell_11_14,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,14.945,1.0,14.0
cell_11_15,2026-02,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,negative,7.3857,1.0,14.0
cell_11_16,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,17.9033,1.0,14.0
cell_11_17,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,11.6997,1.0,14.0
cell_11_18,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,8.5962,1.0,14.0
cell_11_19,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,67.6735,1.0,14.0
cell_12_00,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,6.6121,1.0,14.0
cell_12_01,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,negative,3.0254,1.0,14.0
cell_12_02,2026-02,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndbi_mean,positive,10.4829,1.0,14.0
cell_12_03,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,6.6049,1.0,13.37
cell_12_04,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,9.8816,1.0,13.7
cell_12_05,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndbi_mean,positive,7.9941,1.0,13.98
cell_12_06,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,positive,41.1701,1.0,14.0
cell_12_07,2026-02,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,negative,2.4018,1.0,14.0
cell_12_08,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,4.4111,1.0,13.95
cell_12_09,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,5.1731,1.0,14.0
cell_12_10,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,6.7777,1.0,14.0
cell_12_11,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndwi_mean,negative,3.4266,1.0,14.0
cell_12_12,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,5.8212,1.0,14.0
cell_12_13,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,14.5803,1.0,14.0
cell_12_14,2026-02,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,positive,1.9946,1.0,14.0
cell_12_15,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,3.4489,1.0,14.0
cell_12_16,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,5.7057,1.0,14.0
cell_12_17,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,17.0437,1.0,14.0
cell_12_18,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,10.728,1.0,14.0
cell_12_19,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,9.9202,1.0,14.0
cell_13_00,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,7.7718,1.0,14.0
cell_13_01,2026-02,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,positive,1.5125,1.0,14.0
cell_13_02,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,3.4908,1.0,14.0
cell_13_03,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,3.7667,1.0,13.91
cell_13_04,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,negative,9.149,1.0,13.97
cell_13_05,2026-02,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.4689,1.0,14.0
cell_13_06,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,6.9899,1.0,14.0
cell_13_07,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,6.7632,1.0,14.0
cell_13_08,2026-02,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndwi_mean,negative,1.8291,1.0,14.0
cell_13_09,2026-02,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,ndwi_mean,negative,35.8291,1.0,14.0
cell_13_10,2026-02,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.0646,1.0,14.0
cell_13_11,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.7592,1.0,14.0
cell_13_12,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,5.7315,1.0,14.0
cell_13_13,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,100.1426,1.0,14.0
cell_13_14,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,17.9311,1.0,14.0
cell_13_15,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.4215,1.0,14.0
cell_13_16,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,7.3419,1.0,14.0
cell_13_17,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,8.339,1.0,14.0
cell_13_18,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndwi_mean,negative,4.5607,1.0,14.0
cell_13_19,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,80.1151,1.0,14.0
cell_14_00,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,7.1701,1.0,14.0
cell_14_01,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,51.1447,0.9984,14.0
cell_14_02,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndbi_mean,positive,22.3263,1.0,14.0
cell_14_03,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,14.0206,1.0,14.0
cell_14_04,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,12.2361,1.0,14.0
cell_14_05,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,positive,7.9368,1.0,14.0
cell_14_06,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,69.8288,1.0,14.0
cell_14_07,2026-02,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,ndvi_mean,positive,104.2996,1.0,14.0
cell_14_08,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,positive,4.1765,1.0,14.0
cell_14_09,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,7.888,1.0,14.0
cell_14_10,2026-02,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,2.4245,1.0,14.0
cell_14_11,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,12.1619,1.0,14.0
cell_14_12,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,19.0767,1.0,14.0
cell_14_13,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,positive,9.6408,1.0,14.0
cell_14_14,2026-02,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,viirs_avg_rad_mean,positive,1.3899,0.9984,14.0
cell_14_15,2026-02,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,ndbi_mean,positive,83.8002,1.0,14.0
cell_14_16,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,5.5041,1.0,14.0
cell_14_17,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndbi_mean,positive,11.9728,1.0,14.0
cell_14_18,2026-02,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,ndwi_mean,positive,155.9296,1.0,14.0
cell_14_19,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,15.8817,1.0,14.0
cell_15_00,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,24.6553,1.0,13.12
cell_15_01,2026-02,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,viirs_avg_rad_mean,positive,90.7274,1.0,13.11
cell_15_02,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,11.0383,1.0,13.07
cell_15_03,2026-02,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndwi_mean,negative,14.0089,1.0,13.66
cell_15_04,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,5.5556,1.0,14.0
cell_15_05,2026-02,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,ndwi_mean,negative,8.1845,1.0,14.0
cell_15_06,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,546.0101,1.0,14.0
cell_15_07,2026-02,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,ndbi_mean,positive,10.4349,1.0,14.0
cell_15_08,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,positive,18.319,1.0,14.0
cell_15_09,2026-02,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndbi_mean,positive,223.8638,1.0,14.0
cell_15_10,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,25.9212,1.0,14.0
cell_15_11,2026-02,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndwi_mean,negative,12.5902,1.0,14.0
cell_15_12,2026-02,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndwi_mean,negative,17.6969,1.0,14.0
cell_15_13,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,13.8113,1.0,14.0
cell_15_14,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,20.1167,1.0,14.0
cell_15_15,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,9.7767,1.0,14.0
cell_15_16,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,negative,42.1818,1.0,14.0
cell_15_17,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,7.7569,1.0,14.0
cell_15_18,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,9.9228,1.0,14.0
cell_15_19,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,negative,5.8193,1.0,14.0
cell_16_00,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,4.4203,1.0,13.0
cell_16_01,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,positive,13.98,1.0,13.0
cell_16_02,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,17.6729,1.0,13.0
cell_16_03,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,3.3025,1.0,13.64
cell_16_04,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,9.0512,1.0,14.0
cell_16_05,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,17.421,1.0,14.0
cell_16_06,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,11.0372,1.0,14.0
cell_16_07,2026-02,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,ndwi_mean,negative,10.4056,1.0,14.0
cell_16_08,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,5.5283,1.0,14.0
cell_16_09,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndvi_mean,negative,4.3881,1.0,14.0
cell_16_10,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,3.8174,1.0,14.0
cell_16_11,2026-02,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndbi_mean,positive,1.8693,1.0,14.0
cell_16_12,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,12.9569,1.0,14.0
cell_16_13,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,viirs_avg_rad_mean,positive,4.7975,1.0,14.0
cell_16_14,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndvi_mean,positive,109.1797,1.0,14.0
cell_16_15,2026-02,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,ndvi_mean,positive,70.3578,1.0,14.0
cell_16_16,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,viirs_avg_rad_mean,positive,12.773,1.0,14.0
cell_16_17,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,14.0565,1.0,14.0
cell_16_18,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,3.093,1.0,14.0
cell_16_19,2026-02,0,3,0.0,True,True,1,4,0.25,1,3,0.3333,False,viirs_avg_rad_mean,positive,10.7368,1.0,14.0
cell_17_00,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndbi_mean,positive,20.295,1.0,13.0
cell_17_01,2026-02,1,3,0.3333,True,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,6.463,1.0,13.0
cell_17_02,2026-02,2,3,0.6667,True,True,3,4,0.75,1,3,0.3333,True,ndwi_mean,negative,5.6441,1.0,13.57
cell_17_03,2026-02,0,3,0.0,False,True,0,4,0.0,1,3,0.3333,False,ndvi_mean,negative,2.9859,1.0,14.0
cell_17_04,2026-02,3,3,1.0,True,True,4,4,1.0,1,3,0.3333,True,ndvi_mean,positive,28.6924,1.0,14.0
cell_17_05,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,9.508,1.0,14.0
cell_17_06,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndvi_mean,positive,7.16,1.0,13.9
cell_17_07,2026-02,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndwi_mean,negative,20.0962,1.0,13.88
cell_17_08,2026-02,1,3,0.3333,False,True,1,4,0.25,1,3,0.3333,False,ndbi_mean,positive,5.1797,1.0,13.88
cell_17_09,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,13.1095,1.0,13.99
cell_17_10,2026-02,2,3,0.6667,False,True,2,4,0.5,1,3,0.3333,True,ndwi_mean,negative,5.5002,1.0,14.0
cell_17_11,2026-02,3,3,1.0,False,True,3,4,0.75,1,3,0.3333,True,ndbi_mean,positive,24.7602,1.0,14.0
